,Dist Name,January,February,March,April,May,June,July,August,September,October,November,December,Unnamed: 0,STATE/UT,DISTRICT,avg kharif,avg rabi,summer avg,whole year avg
115,JALGAON,24.62,28.695,28.97883538396266,35.31,38.235,34.055,30.4,29.905,29.61,27.022888888888886,25.44,24.33,492,MAHARASHTRA,JALGAON,137.58,11.657142857142858,36.325,60.90833333333334
116,AHMEDNAGAR,20.87226924712888,25.095,30.14,34.495000000000005,33.6,30.45,27.48,27.884999999999998,27.645,28.16269952718676,25.395,25.090000000000003,490,MAHARASHTRA,AHMEDNAGAR,102.28,16.285714285714285,33.7,47.76666666666666
117,PUNE,25.005,26.275,29.525,32.340882103477526,32.375,30.681780351780347,28.565,27.935,26.310000000000002,28.28,27.005000000000003,25.814999999999998,495,MAHARASHTRA,PUNE,189.62,18.18571428571428,48.375,84.64166666666667
118,SATARA,25.305,26.330000000000002,29.090000000000003,31.64,31.95,28.950000000000003,27.700000000000003,26.56,25.375,27.87,25.341232964224872,25.71,497,MAHARASHTRA,SATARA,163.88,21.757142857142856,51.05,76.04166666666667
119,SANGLI,22.98872758326217,27.06,30.735,33.635000000000005,33.7,29.119999999999997,27.475,25.604999999999997,27.68,29.0,25.025,24.05894804088586,496,MAHARASHTRA,SANGLI,123.28,24.071428571428573,49.975,60.88333333333333
120,SOLAPUR,25.195,24.540431914893617,31.975,34.065,36.56,29.75,28.915,28.938603316326528,29.57,29.12,26.895,25.904999999999998,498,MAHARASHTRA,SOLAPUR,113.74,20.35714285714285,36.275,53.87500000000001
121,KOLHAPUR,24.825,26.064999999999998,29.259999999999998,30.189999999999998,33.17149935649935,30.096780351780346,25.9,24.365000000000002,26.465,26.705,24.025,24.285,493,MAHARASHTRA,KOLHAPUR,372.52,27.85714285714286,110.55,166.0666666666667
122,PARBHANI,25.580000000000002,28.035,31.255000000000003,34.435,36.605000000000004,31.50678035178035,30.355,28.39360331632653,30.295,28.939999999999998,25.244999999999997,26.849999999999998,504,MAHARASHTRA,PARBHANI,166.32,17.914285714285718,46.1,74.74999999999999
123,BEED,25.855,27.36,31.695,32.895882103477526,34.8,31.97,28.1,28.175000000000004,28.0,28.355,26.28,25.04,501,MAHARASHTRA,BEED,128.14,17.04285714285714,39.7,59.03333333333333
124,NANDED,24.795,29.060000000000002,31.814999999999998,33.450882103477525,37.14,33.055,29.92,30.450000000000003,30.505000000000003,27.515,24.7,22.94153895547945,502,MAHARASHTRA,NANDED,179.26,18.4,47.075,80.09166666666667
125,OSMANABAD,26.87,27.479999999999997,30.075000000000003,32.565,34.974999999999994,29.815,28.825,26.95,27.03,29.8,26.355,26.019999999999996,503,MAHARASHTRA,OSMANABAD,141.73999999999998,18.514285714285712,42.45,64.94166666666666
126,BULDHANA,23.045,28.035000000000004,30.294999999999998,35.615,36.894999999999996,32.405,30.064999999999998,29.49,29.05,29.03,25.525,25.049999999999997,511,MAHARASHTRA,BULDHANA,139.86,13.185714285714283,39.175,62.24166666666667
127,AKOLA,25.99,29.025,29.508835383962662,34.79,38.980000000000004,35.305,30.310000000000002,30.545,29.58,28.727888888888884,26.15,25.44,508,MAHARASHTRA,AKOLA,151.01999999999998,14.77142857142857,41.45,67.94999999999999
128,WARDHA,23.92,28.08,32.39,36.55,38.89,34.885000000000005,31.865000000000002,30.145,30.265,28.445,24.425,25.479999999999997,515,MAHARASHTRA,WARDHA,187.64,18.685714285714287,51.8,85.58333333333333
129,NAGPUR,23.66,28.215000000000003,31.29,34.34588210347752,38.925,34.475,30.43,29.376219667943808,28.825042535091452,27.075,23.775,24.85,513,MAHARASHTRA,NAGPUR,196.16,19.071428571428573,48.65,89.03333333333332
130,BHANDARA,24.154999999999998,26.165,29.89,35.295,38.925,33.875,31.064999999999998,30.28,29.95,27.56,25.619999999999997,24.955000000000002,510,MAHARASHTRA,BHANDARA,239.79999999999995,20.585714285714285,51.825,107.725
131,CHANDRAPUR,24.895,27.275000000000002,30.86,34.27588210347753,39.864999999999995,34.394999999999996,32.115,30.134999999999998,30.465,27.555,25.212847667950363,25.03,512,MAHARASHTRA,CHANDRAPUR,239.38,18.371428571428574,54.4,106.0
132,BALASORE,21.362269247128882,25.585,29.884999999999998,32.89,35.005,33.065,31.169999999999998,33.21,31.905,28.31481063829787,25.13,23.151538955479452,109,ORISSA,BALASORE,273.43999999999994,54.42857142857142,119.4,139.91666666666666
133,BOLANGIR,23.63,25.515431914893618,30.5,34.5,34.911499356499355,34.95,31.034999999999997,31.295,31.229999999999997,29.25,25.16,23.34,110,ORISSA,BOLANGIR,248.72,22.74285714285714,70.2,114.23333333333332
134,CUTTACK,22.845,25.225,31.57,34.14,35.730000000000004,32.7,29.725,30.705,30.424999999999997,28.655,25.08,24.04,112,ORISSA,CUTTACK,257.4,40.41428571428571,93.4,126.64166666666668
135,DHENKANAL,23.65,26.73,30.15,34.3,34.97,33.015,32.09,31.075000000000003,29.490000000000002,29.595,26.46,23.8,113,ORISSA,DHENKANAL,253.98,36.2,91.75,122.41666666666669
136,GANJAM,24.695,26.04,29.870000000000005,32.315,33.57,32.645,29.589999999999996,30.88,30.035,27.805,26.745,25.3,114,ORISSA,GANJAM,206.36,55.114285714285714,78.975,108.70833333333331
137,KALAHANDI,22.96,26.675,28.560000000000002,32.455,36.195,33.84,28.215,29.045,29.814999999999998,27.18,22.805,23.75,115,ORISSA,KALAHANDI,255.98,21.6,80.65,116.91666666666669
138,KORAPUT,21.09,23.665,27.675,30.845,31.965,30.665,26.35,26.56,25.49,25.585,22.665,22.62,117,ORISSA,KORAPUT,282.08000000000004,38.614285714285714,89.92500000000001,135.20833333333334
139,PURI,24.439999999999998,24.85,30.94,30.96,33.370000000000005,31.18,31.87,31.045,30.795,29.175,27.865000000000002,23.595,119,ORISSA,PURI,241.36,47.057142857142864,67.675,118.01666666666668
140,SAMBALPUR,24.485,26.445,28.23,34.54,37.315,33.5258241056218,30.87,31.26,30.405,28.507888888888886,25.96,22.22,120,ORISSA,SAMBALPUR,283.86,20.0,73.675,127.79166666666664
141,SUNDARGARH,22.240000000000002,24.225,29.37,33.240504858470636,35.65187154402382,33.64678035178035,30.02,30.775000000000002,30.755000000000003,27.785,25.045,21.96,121,ORISSA,SUNDARGARH,245.26000000000005,18.9,72.225,112.31666666666666
142,GURDASPUR,14.765,18.945,23.03,30.015,34.489999999999995,33.905,31.895,31.375,30.0,25.22,21.81,16.165,319,PUNJAB,GURDASPUR,173.00000000000003,37.62857142857143,39.475,92.70833333333331
143,AMRITSAR,15.125,17.585,21.880000000000003,30.549999999999997,33.39,34.765,34.01,33.805,31.92,26.855000000000004,22.055,19.396538955479453,316,PUNJAB,AMRITSAR,113.26000000000002,23.857142857142858,29.125,60.14166666666667
144,KAPURTHALA,16.505,19.44,22.89,31.39,34.97,35.315,32.620000000000005,33.185,30.445,27.02,23.15,15.88,322,PUNJAB,KAPURTHALA,90.79999999999998,18.75714285714286,21.625,47.333333333333336
145,JALANDHAR,14.665,18.465,24.0,33.11088210347752,33.955,37.025,33.2,32.739999999999995,32.535,27.065,22.72,16.365000000000002,321,PUNJAB,JALANDHAR,114.68,21.057142857142853,28.275,59.925
146,HOSHIARPUR,16.09,19.595,24.34223813595554,30.505,32.18,34.52,33.33,31.266219667943805,30.42,25.564999999999998,24.19623296422487,16.295,320,PUNJAB,HOSHIARPUR,149.88,27.82857142857143,37.775,77.75833333333333
147,LUDHIANA,16.37,19.58,24.195,31.740000000000002,32.86,34.33,33.19,34.125,31.355,26.57,22.5,15.88,323,PUNJAB,LUDHIANA,111.98000000000002,19.257142857142856,26.6,57.13333333333335
148,SANGRUR,15.54,17.85,24.015,32.685,35.595,33.905,34.394999999999996,31.765,30.380000000000003,27.21,23.13,15.504999999999999,326,PUNJAB,SANGRUR,91.44,14.55714285714286,22.45,46.45
149,PATIALA,18.83872758326217,18.285,22.91,31.155,34.625,35.16,32.115,32.45,31.26,26.505,22.244999999999997,16.005000000000003,324,PUNJAB,PATIALA,127.26000000000002,17.357142857142858,25.1,62.66666666666666
150,AJMER,20.34,23.54,27.980000000000004,35.535,35.715,36.605000000000004,33.635000000000005,31.784999999999997,32.155,28.095,25.655,19.765,380,RAJASTHAN,AJMER,87.86,3.3857142857142857,14.2,38.516666666666666
151,ALWAR,18.125,21.17,25.865000000000002,33.485,34.989999999999995,36.385000000000005,32.84,31.645000000000003,33.42,27.565,23.994999999999997,18.384999999999998,381,RAJASTHAN,ALWAR,115.06000000000002,8.542857142857143,17.775,52.575
152,BANSWARA,21.465,27.34,27.68883538396266,35.885,35.5,33.86,30.814999999999998,31.134999999999998,30.354999999999997,29.8,27.924999999999997,22.47,382,RAJASTHAN,BANSWARA,171.23999999999998,6.571428571428571,26.35,73.58333333333333
153,BARMER,20.544999999999998,23.415,29.009999999999998,35.349999999999994,36.985,36.980000000000004,34.705,32.980000000000004,33.36,31.145,26.799999999999997,20.835,370,RAJASTHAN,BARMER,49.49999999999999,2.3,10.5,22.38333333333333
154,BHARATPUR,18.085,21.045,25.915,34.085,36.095,34.09178035178035,32.835,31.46,32.43,27.544999999999998,23.82,18.825,383,RAJASTHAN,BHARATPUR,115.06000000000002,7.47142857142857,15.175,51.75833333333333
155,BHILWARA,19.33,23.424999999999997,26.174999999999997,34.82,36.09,37.455,31.42,30.159999999999997,32.6,28.775,25.425,20.375,384,RAJASTHAN,BHILWARA,118.52,5.557142857142857,19.325,52.51666666666668
156,BIKANER,17.94,21.23,24.549999999999997,33.62,37.33,37.03,36.290000000000006,34.655,33.04,29.67,26.75123296422487,19.619999999999997,371,RAJASTHAN,BIKANER,46.62,4.428571428571429,13.325,22.83333333333333
157,BUNDI,18.38,23.97,29.07,35.995000000000005,37.94,38.375,32.44,31.186219667943803,31.78,30.44,24.2,20.17394804088586,385,RAJASTHAN,BUNDI,134.52,6.157142857142857,18.6,58.8
158,CHITTORGARH,19.307269247128882,25.490000000000002,26.71,34.425,36.78,35.485,31.39580398812049,29.485,30.825000000000003,29.42,24.94,21.96,386,RAJASTHAN,CHITTORGARH,145.56,6.5,21.9,63.775000000000006
159,CHURU,17.59,20.42,24.555,34.41,35.325,37.57000000000001,34.065,34.305,34.265,28.095,25.485,18.465,372,RAJASTHAN,CHURU,64.72,5.642857142857143,16.325,30.799999999999997
160,DUNGARPUR,21.835,27.385,30.44,35.94,37.32,35.71,32.53,30.340000000000003,30.98,27.322888888888883,27.58,23.9,387,RAJASTHAN,DUNGARPUR,130.51999999999998,5.057142857142857,21.175,56.48333333333333
161,JAIPUR,18.345,21.622325085324235,26.520000000000003,33.26,34.22,34.9108241056218,34.449999999999996,31.18,31.725,28.54,24.47,18.509999999999998,388,RAJASTHAN,JAIPUR,107.28,5.371428571428572,18.35,48.1
162,JAISALMER,17.525,21.8,26.335,36.53,37.775,37.275,37.04,36.475,35.545,30.259999999999998,25.209999999999997,18.31,374,RAJASTHAN,JAISALMER,32.3,2.314285714285714,8.0,15.1
163,JALORE,20.335,22.985431914893617,28.595,33.91050485847064,34.801499356499356,36.765,33.59,32.93,32.865,30.845,27.915,21.84,375,RAJASTHAN,JALORE,80.67999999999998,3.5285714285714285,11.675,35.59166666666666
164,JHALAWAR,19.705,25.775,28.505000000000003,35.675,35.63687154402382,36.695,30.63,29.646219667943804,30.935000000000002,28.269999999999996,24.415,20.045,389,RAJASTHAN,JHALAWAR,176.42000000000002,8.299999999999999,23.975,76.68333333333334
165,JHUNJHUNU,15.760000000000002,20.415,26.447238135955537,32.675,33.59,35.815,33.894999999999996,33.254999999999995,32.150000000000006,28.435,22.855,16.62,390,RAJASTHAN,JHUNJHUNU,84.66,7.185714285714285,21.225,40.08333333333333
166,JODHPUR,18.785,22.075,26.05,35.76,37.34,35.28,35.055,33.545,33.065,29.32981063829787,26.14,20.10894804088586,376,RAJASTHAN,JODHPUR,55.88,3.2142857142857144,11.725,25.675
167,KOTA,18.58,25.205,29.405,36.05,38.089999999999996,37.4,32.89,30.39,32.015,28.64,25.935000000000002,21.26,391,RAJASTHAN,KOTA,154.23999999999998,7.814285714285715,20.6,67.325
168,NAGAUR,17.950000000000003,22.695,26.244999999999997,34.269999999999996,36.89,35.64,33.900000000000006,32.485,32.415,28.57,26.32623296422487,18.505,377,RAJASTHAN,NAGAUR,71.28,4.328571428571428,16.3,32.84166666666666
169,PALI,21.66,24.565,26.515,34.14,37.555,36.565,33.145,31.315,32.185,30.245,27.17,20.565,378,RAJASTHAN,PALI,91.72,4.2142857142857135,14.25,40.475
170,SIKAR,15.475,20.675,25.29,32.97,34.42,35.01,33.3,32.64,31.155042535091454,28.18,22.457847667950364,17.310000000000002,393,RAJASTHAN,SIKAR,82.64,6.028571428571429,19.05,38.65
171,SIROHI,22.585,25.185000000000002,28.919999999999998,34.175,36.00649935649936,33.855,33.02,30.935000000000002,29.836692307692307,30.004810638297876,24.562847667950365,23.18,394,RAJASTHAN,SIROHI,176.3,4.957142857142856,22.05,76.11666666666666
172,TONK,18.145,23.005000000000003,27.485,34.42,36.49,37.815,33.464999999999996,33.155,32.006692307692305,28.97,26.905,19.595,395,RAJASTHAN,TONK,115.98,5.4,17.975,51.15833333333333
173,UDAIPUR,21.89,24.765,27.695,33.85,35.349999999999994,35.37,30.89,29.990000000000002,28.115,28.422888888888885,26.814999999999998,21.425,396,RAJASTHAN,UDAIPUR,121.3,5.742857142857143,22.075,53.30833333333334
174,SALEM,28.11,29.725,30.96,31.67,32.625,30.635,31.38,31.11,29.675,29.77,27.865000000000002,24.685,568,TAMIL NADU,SALEM,126.3,65.21428571428571,58.975,83.15833333333332
175,COIMBATORE,25.775000000000002,27.91,29.68,28.92,29.080000000000002,29.78,27.045,26.56,27.685000000000002,26.275,26.065,25.695,561,TAMIL NADU,COIMBATORE,68.34,59.97142857142857,45.8,57.44166666666667
176,THANJAVUR,26.93,23.937325085324236,32.239999999999995,32.525,33.370000000000005,33.59,33.58,30.47,32.625,31.127888888888886,29.895000000000003,27.495,569,TAMIL NADU,THANJAVUR,100.44,91.48571428571428,35.474999999999994,84.425
177,MADURAI,26.655,30.4,31.975,31.115882103477524,34.25,33.045,33.76,32.405,31.125,28.975,28.25,27.85,565,TAMIL NADU,MADURAI,108.42,75.08571428571429,48.375,77.325
178,KANYAKUMARI,28.41,29.134999999999998,30.310000000000002,29.745,30.970000000000002,28.405,29.86,28.915,29.055,28.015,25.25623296422487,28.06,563,TAMIL NADU,KANYAKUMARI,140.74,97.65714285714284,118.6,108.54166666666669
179,HYDERABAD,25.485,29.045,31.9,33.735,35.739999999999995,31.560000000000002,28.415,29.25,28.7,28.089999999999996,26.115000000000002,25.195,547,ANDHRA PRADESH,HYDERABAD,147.82,24.857142857142858,44.875,70.94166666666668
180,NIZAMABAD,25.85,28.064999999999998,31.83,34.644999999999996,38.885000000000005,32.06178035178035,30.39,29.215000000000003,28.130000000000003,27.5,24.812847667950365,22.78153895547945,553,ANDHRA PRADESH,NIZAMABAD,202.28,21.042857142857148,51.725,90.99166666666666
181,MEDAK,24.72,26.285000000000004,31.634999999999998,33.614999999999995,36.44,30.945,29.78,29.66,27.47,27.910000000000004,24.945,25.165,551,ANDHRA PRADESH,MEDAK,166.10000000000002,21.485714285714288,48.625,76.85833333333332
182,MAHABUBNAGAR,25.865000000000002,29.765,32.82,33.835,36.480000000000004,30.810000000000002,29.97,28.125,27.75,28.845,25.755000000000003,25.825000000000003,550,ANDHRA PRADESH,MAHABUBNAGAR,129.02,19.61428571428572,36.85,60.925
183,NALGONDA,26.6,29.0,32.730000000000004,34.575,37.72,32.465,30.312079796264857,29.86,28.495000000000005,29.18,26.465000000000003,23.221538955479453,552,ANDHRA PRADESH,NALGONDA,132.09999999999997,25.3,39.05,63.37499999999999
184,WARANGAL,22.94372758326217,28.835,31.82,33.370000000000005,36.13687154402382,34.085,30.745000000000005,29.675000000000004,30.00504253509145,28.910000000000004,24.52,26.515,554,ANDHRA PRADESH,WARANGAL,177.09999999999997,23.08571428571429,50.7,82.24166666666666
185,KHAMMAM,26.065,27.744999999999997,30.725,34.56,37.55,32.705,32.510000000000005,28.9,31.57,30.15,25.03,26.055,549,ANDHRA PRADESH,KHAMMAM,193.46,25.985714285714288,59.325,91.24166666666667
186,KARIMNAGAR,24.99,25.035431914893614,31.705,33.715,38.18,33.315,30.785,29.615000000000002,29.185000000000002,28.017888888888884,25.515,25.259999999999998,548,ANDHRA PRADESH,KARIMNAGAR,177.24,22.214285714285715,50.925,81.64999999999999
187,ADILABAD,24.11,26.3,33.26,35.37,39.28,33.81,30.61,30.430000000000003,28.79169230769231,27.674999999999997,25.0,24.265,546,ANDHRA PRADESH,ADILABAD,208.38,20.414285714285715,54.975,93.33333333333331
188,SAHARANPUR,16.985,18.845,22.215,32.09,34.76187154402382,35.489999999999995,32.22,32.17,28.96,27.34,20.965,16.695,261,UTTAR PRADESH,SAHARANPUR,167.82,19.728571428571428,35.7,80.32499999999999
189,MUZAFFARNAGAR,16.935,19.18,23.31,31.994999999999997,34.51,35.14,31.737079796264858,31.72,30.549999999999997,26.35,23.46,16.19,258,UTTAR PRADESH,MUZAFFARNAGAR,154.26,16.857142857142858,24.825000000000003,72.425
190,MEERUT,16.66,19.405,25.145000000000003,33.695,33.269999999999996,36.18,32.385,31.419999999999998,32.480000000000004,29.225,22.79,17.005,256,UTTAR PRADESH,MEERUT,164.02,17.871428571428574,25.45,76.5
191,ALIGARH,17.787269247128883,20.605,26.450000000000003,34.14,36.1,36.724999999999994,34.65,31.589999999999996,33.275,27.172888888888885,23.377847667950363,18.255,243,UTTAR PRADESH,ALIGARH,138.94,13.842857142857143,20.2,64.25000000000001
192,MATHURA,18.564999999999998,20.79,24.565,32.28550485847064,35.075,37.41,33.305,32.6,33.4,29.615000000000002,23.24,18.78,255,UTTAR PRADESH,MATHURA,120.7,9.5,16.2,54.65833333333333
193,AGRA,18.9,21.71,26.150000000000002,34.085,36.75,37.254999999999995,33.745000000000005,31.825,32.394999999999996,30.195,24.355,19.615,242,UTTAR PRADESH,AGRA,143.06,11.157142857142858,19.0,64.55
194,MAINPURI,19.24,21.215,25.165,35.8,35.78,34.61178035178035,34.64,32.519999999999996,32.535,29.82,24.865,18.92,254,UTTAR PRADESH,MAINPURI,139.08,11.885714285714286,20.775,62.366666666666674
195,ETAH,18.56,20.95,24.265,34.06,34.99,35.7458241056218,33.195,32.089999999999996,32.525,28.77,23.73,17.64,248,UTTAR PRADESH,ETAH,131.38,12.5,19.5,59.53333333333333
196,BAREILLY,18.605,20.825,25.805,33.36,34.870000000000005,34.62,32.195,33.49,32.235,30.265,22.240000000000002,19.903948040885858,244,UTTAR PRADESH,BAREILLY,182.34,17.728571428571428,33.375,83.04999999999998
197,MORADABAD,17.78,20.575,24.98,33.915,34.505,35.115,32.57,31.39,30.456692307692308,26.744999999999997,23.225,18.715,257,UTTAR PRADESH,MORADABAD,180.58,17.414285714285715,31.125,82.74166666666666
198,SHAHJAHANPUR,17.419999999999998,20.165,26.59,34.065,34.63,34.775,31.43207979626486,33.019999999999996,32.955,30.105,25.095,18.24,262,UTTAR PRADESH,SHAHJAHANPUR,185.54,18.77142857142857,33.55,84.23333333333333
199,PILIBHIT,17.77,20.71,25.175,31.5,33.39,35.915,32.795,31.755,32.515,29.814999999999998,23.68,19.29,259,UTTAR PRADESH,PILIBHIT,212.44,20.542857142857148,38.95,96.28333333333336
200,RAMPUR,19.30372758326217,19.134999999999998,27.601073519918202,33.815,34.269999999999996,35.38,31.64580398812049,33.31,31.91,28.79981063829787,23.439999999999998,17.36,260,UTTAR PRADESH,RAMPUR,189.9,17.12857142857143,38.95,88.13333333333333
201,BIJNOR,16.355,18.22,24.005,31.65550485847064,34.5,35.935,30.82,31.089999999999996,29.42,26.575,23.035,18.28,245,UTTAR PRADESH,BIJNOR,190.84,21.4,35.85,90.25833333333334
202,FARRUKHABAD,19.88,22.822325085324234,25.630000000000003,33.44,34.77149935649936,36.760000000000005,32.31,32.045,33.07,29.29,24.265,18.435,210,UTTAR PRADESH,FARRUKHABAD,159.1,13.87142857142857,24.825,71.10833333333333
203,ETAWAH,18.275,21.95,26.5,33.215,36.59,36.345,33.515,31.310000000000002,31.409999999999997,28.805,22.964999999999996,18.515,249,UTTAR PRADESH,ETAWAH,154.6,13.014285714285716,20.775,69.13333333333333
204,FATEHPUR,18.29,22.299999999999997,26.977238135955538,33.82,35.55,36.74,32.93,30.6,31.405,27.75,23.945,21.21,211,UTTAR PRADESH,FATEHPUR,170.38,13.442857142857145,25.675,76.26666666666667
205,ALLAHABAD,18.78,21.71,26.595000000000002,33.51,36.295,35.9,32.86,30.865,32.835,30.735,26.415,20.515,201,UTTAR PRADESH,ALLAHABAD,168.66000000000005,12.47142857142857,24.975,75.21666666666667
206,JHANSI,18.48,22.485,26.835,34.555,37.415,36.879999999999995,31.915,29.77360331632653,30.85,28.165,24.856232964224873,19.544999999999998,252,UTTAR PRADESH,JHANSI,175.02000000000004,12.12857142857143,24.425,77.62500000000001
207,JALAUN,19.055,21.87,25.96,34.975,36.465,37.14,31.89,30.835,33.365,28.595,24.285,18.335,251,UTTAR PRADESH,JALAUN,164.42000000000002,12.642857142857142,20.375,72.625
208,BANDA,20.009999999999998,20.725,26.2,34.230000000000004,37.22,38.370000000000005,32.375,31.96,31.854999999999997,29.75,24.61,19.07,205,UTTAR PRADESH,BANDA,175.36,12.957142857142856,28.75,78.59999999999998
209,VARANASI,19.58372758326217,22.015,27.755,33.795,35.085,33.71,32.435,33.300000000000004,32.515,31.45,25.785,20.44,226,UTTAR PRADESH,VARANASI,192.2,14.614285714285714,29.975,86.46666666666665
210,JAUNPUR,19.785,21.575,28.380000000000003,35.445,35.34,35.474999999999994,30.77080398812049,33.665,31.17504253509145,30.229999999999997,25.410000000000004,21.71,216,UTTAR PRADESH,JAUNPUR,181.24,11.742857142857144,28.625,80.675
211,GHAZIPUR,19.84,21.78,26.635,34.3,35.74687154402382,34.575,31.61580398812049,32.67,32.855,30.480000000000004,26.91,21.105,212,UTTAR PRADESH,GHAZIPUR,186.44,14.12857142857143,31.35,82.98333333333333
212,BALLIA,18.595,21.884999999999998,27.27,33.785,34.525,34.24,31.585,32.53,32.74,30.439999999999998,25.259999999999998,20.634999999999998,204,UTTAR PRADESH,BALLIA,173.76000000000002,11.542857142857144,35.775000000000006,77.35000000000001
213,GORAKHPUR,19.885,21.165,25.665,32.38,34.035,33.135,32.405,32.74,31.915,30.174999999999997,24.884999999999998,21.23,214,UTTAR PRADESH,GORAKHPUR,248.92,19.371428571428574,54.125,111.52500000000002
214,DEORIA,20.69372758326217,21.37,27.902238135955535,32.019999999999996,33.075,34.224999999999994,31.82580398812049,31.330000000000002,31.97,30.885,25.96,20.46,208,UTTAR PRADESH,DEORIA,200.8,16.014285714285716,43.8,90.58333333333331
215,BASTI,19.46,20.02,26.77,33.815,32.355000000000004,33.68,31.21,30.784999999999997,32.935,29.424999999999997,24.560000000000002,20.77,207,UTTAR PRADESH,BASTI,198.02,14.05714285714286,41.625,88.55833333333334
216,AZAMGARH,18.7,22.340431914893617,27.265,34.16,36.3,34.115,32.42,32.035,32.225,30.84,26.21,19.91,202,UTTAR PRADESH,AZAMGARH,198.84,12.87142857142857,31.450000000000003,88.19166666666668
217,LUCKNOW,18.825,21.78,26.32,32.13050485847064,36.19,33.88,34.235,33.41,32.3,28.43,23.79,19.88,219,UTTAR PRADESH,LUCKNOW,164.07999999999998,14.37142857142857,27.375,73.77499999999999
218,UNNAO,19.745,22.855,26.450000000000003,34.735,34.76649935649936,35.894999999999996,33.364999999999995,31.36,30.396692307692305,28.759999999999998,24.76,20.33,225,UTTAR PRADESH,UNNAO,169.28,15.200000000000005,26.05,75.6
219,SITAPUR,18.830000000000002,21.525,25.945,33.760000000000005,34.36,32.94,33.894999999999996,31.869999999999997,32.18,29.9,24.65,20.27,223,UTTAR PRADESH,SITAPUR,184.98,17.15714285714286,37.3,83.60833333333335
220,HARDOI,20.125,20.080000000000002,24.99,33.53,34.285,34.105000000000004,32.82,32.465,31.295,29.755,23.17,18.15,215,UTTAR PRADESH,HARDOI,169.1,16.2,29.875,76.51666666666667
221,FAIZABAD,19.305,19.705,26.869999999999997,33.18,33.82,33.855,31.490000000000002,33.41,31.72,29.195,25.97,18.185000000000002,209,UTTAR PRADESH,FAIZABAD,208.14,15.071428571428571,38.375,92.83333333333336
222,GONDA,18.82,20.95,26.029999999999998,32.045,35.035000000000004,35.25,33.97,31.85,31.11,28.655,24.794999999999998,19.53,213,UTTAR PRADESH,GONDA,217.26,15.8,45.475,96.67499999999995
223,BAHRAICH,19.827269247128882,21.18,27.1,32.53,34.17,33.870000000000005,32.05080398812049,33.33,32.16,30.595,24.68,20.25,203,UTTAR PRADESH,BAHRAICH,209.0,17.414285714285715,52.2,95.71666666666668
224,SULTANPUR,20.11872758326217,21.994999999999997,27.235,31.93,35.955,35.32,31.145000000000003,30.965000000000003,33.255,28.484810638297873,24.835,20.475,224,UTTAR PRADESH,SULTANPUR,177.22,12.414285714285716,27.6,78.70833333333333
225,PRATAPGARH,20.645,24.095,28.869999999999997,33.965,36.675,35.144999999999996,30.955,31.365,30.965,29.25981063829787,24.525,22.080000000000002,221,UTTAR PRADESH,PRATAPGARH,177.22,11.828571428571427,25.25,78.63333333333334
226,BARABANKI,19.335,22.08,25.689999999999998,32.22,34.3,34.13,31.540803988120494,30.89,30.77,29.49,23.84,20.528948040885858,206,UTTAR PRADESH,BARABANKI,196.16,15.299999999999995,35.95,87.95
227,NAINITAL,15.71,17.38,25.093835383962663,28.119999999999997,31.155,29.669999999999998,28.659999999999997,27.25,28.919999999999998,24.17,20.91,15.995000000000001,276,UTTARANCHAL,NAINITAL,304.26,35.74285714285715,79.5,145.30833333333334
228,CHAMOLI,-2.9199999999999995,-2.6799999999999997,0.9850000000000003,7.555,11.85,14.735,15.645,14.530000000000001,21.66669230769231,8.725,4.5200000000000005,-1.5250000000000001,273,UTTARANCHAL,CHAMOLI,180.56,48.32857142857142,75.72500000000001,105.58333333333331
229,DEHRADUN,15.165,17.56,19.330000000000002,26.515,28.52,30.48,28.740000000000002,27.634999999999998,26.665,23.09,20.265,14.629999999999999,274,UTTARANCHAL,DEHRADUN,372.94,38.71428571428572,77.5,176.99166666666667
230,NADIA,22.689999999999998,25.659999999999997,27.869999999999997,33.35,33.94,34.44,32.620000000000005,31.82,33.004999999999995,29.872888888888887,25.045,21.635,103,WEST BENGAL,NADIA,211.04,30.2,98.125,105.13333333333333
231,MURSHIDABAD,20.98,24.055,28.095,32.68,34.455,31.795,31.735,32.335,30.975,29.845,26.645,22.96,102,WEST BENGAL,MURSHIDABAD,241.12,32.114285714285714,94.4,115.925
232,BURDWAN,21.175,25.205,28.785,33.32,33.39187154402382,32.755,29.974999999999998,31.64,32.705,30.162888888888887,26.195,22.215,98,WEST BENGAL,BURDWAN,225.7,29.67142857142857,83.64999999999999,109.6
233,BIRBHUM,22.065,25.305,28.465,34.305,35.785,34.68,32.595,32.129999999999995,31.189999999999998,30.450000000000003,27.564999999999998,22.189999999999998,97,WEST BENGAL,BIRBHUM,242.22,29.728571428571424,88.275,116.06666666666663
234,BANKURA,21.740000000000002,25.155,28.793835383962662,33.394999999999996,34.26,34.199999999999996,31.229999999999997,31.345,31.445,29.645000000000003,27.439999999999998,23.175,96,WEST BENGAL,BANKURA,231.28000000000003,30.4,85.05,110.90833333333332
235,HOOGHLY,21.15,25.875,27.770000000000003,33.435,33.735,32.5,31.835,32.620000000000005,31.195,30.480000000000004,26.509999999999998,21.94,99,WEST BENGAL,HOOGHLY,234.0,34.614285714285714,107.675,118.225
